605931.316633	6073709.285259	1084.46
605956.306886	6073709.9833	1084.33
605981.297139	6073710.681341	1084.12
606006.287392	6073711.379382	1083.93
606031.277644	6073712.077423	1083.7
606056.267897	6073712.775464	1083.42
606081.25815	6073713.473505	1083.11
606106.248403	6073714.171546	1082.76
606131.238656	6073714.869587	1082.36
606156.228909	6073715.567628	1081.96
606181.219162	6073716.265669	1081.54
606206.209415	6073716.96371	1081.12
606231.199667	6073717.661751	1080.71
606256.18992	6073718.359792	1080.29
606281.180173	6073719.057833	1079.96
606306.170426	6073719.755874	1079.64
606331.160679	6073720.453915	1079.25
606356.150932	6073721.151956	1079.56
606381.141185	6073721.849997	1079.71
606406.131438	6073722.548038	1079.76
606431.12169	6073723.246079	1079.73
606456.111943	6073723.94412	1079.76
606481.102196	6073724.642161	1079.78
606506.092449	6073725.340202	1079.77
606531.082702	6073726.038243	1079.73
606556.072955	6073726.736284	1079.68
606581.063208	6073727.434325	1079.61
606606.053461	6073728.132366	1079.52
606631.043714	6073728.830407	1079.41
606656.033966	6073729.528448	1079.29
606681.024219	6073730.226489	1079.15
606706.014472	6073730.924529	1079.01
606731.004725	6073731.62257	1078.87
606755.994978	6073732.320611	1078.72
606780.985231	6073733.018652	1078.55
606805.975484	6073733.716693	1078.35
606830.965737	6073734.414734	1077.97
606855.955989	6073735.112775	1078.18
606880.946242	6073735.810816	1078.1
606905.936495	6073736.508857	1077.86
606930.926748	6073737.206898	1077.52
606955.917001	6073737.904939	1077.16
606980.907254	6073738.60298	1076.78
607005.897507	6073739.301021	1076.38
607030.88776	6073739.999062	1075.97
607055.878012	6073740.697103	1075.56
607080.868265	6073741.395144	1075.15
607105.858518	6073742.093185	1074.75
607130.848771	6073742.791226	1074.35
607155.839024	6073743.489267	1073.98
607180.829277	6073744.187308	1073.59
607205.81953	6073744.885349	1073.2
607230.809783	6073745.58339	1072.79
607255.800036	6073746.281431	1072.36
607280.790288	6073746.979472	1071.98
607305.780541	6073747.677513	1071.6
607330.770794	6073748.375554	1071.06
607355.761047	6073749.073595	1071.4
607380.7513	6073749.771636	1071.41
607405.741553	6073750.469677	1071.23
607430.731806	6073751.167718	1070.91
607455.722059	6073751.865759	1070.62
607480.712311	6073752.563799	1070.25
607505.702564	6073753.26184	1069.84
607530.692817	6073753.959881	1069.39
607555.68307	6073754.657922	1068.92
607580.673323	6073755.355963	1068.45
607605.663576	6073756.054004	1067.97
607630.653829	6073756.752045	1067.47
607655.644082	6073757.450086	1066.97
607680.634334	6073758.148127	1066.48
607705.624587	6073758.846168	1066.04
607730.61484	6073759.544209	1065.63
607755.605093	6073760.24225	1065.27
607780.595346	6073760.940291	1064.89
607805.585599	6073761.638332	1064.58
607830.575852	6073762.336373	1064.28
607855.566105	6073763.034414	1064.38
607880.556358	6073763.732455	1064.35
607905.54661	6073764.430496	1064.25
607930.536863	6073765.128537	1064.09
607955.527116	6073765.826578	1063.93
607980.517369	6073766.524619	1063.77
608005.507622	6073767.22266	1063.62
608030.497875	6073767.920701	1063.47
608055.488128	6073768.618742	1063.3
608080.478381	6073769.316783	1063.1
608105.468633	6073770.014824	1062.87
608130.458886	6073770.712865	1062.62
608155.449139	6073771.410906	1062.38
608180.439392	6073772.108947	1062.15
608205.429645	6073772.806988	1061.93
608230.419898	6073773.505029	1061.73
608255.410151	6073774.203069	1061.55
608280.400404	6073774.90111	1061.37
608305.390656	6073775.599151	1061.24
608330.380909	6073776.297192	1061.11
608355.371162	6073776.995233	1061.06
608380.361415	6073777.693274	1060.9
608405.351668	6073778.391315	1060.63
608430.341921	6073779.089356	1060.27
608455.332174	6073779.787397	1059.92
608480.322427	6073780.485438	1059.53
608505.31268	6073781.183479	1059.14
608530.302932	6073781.88152	1058.74
608555.293185	6073782.579561	1058.33
608580.283438	6073783.277602	1057.92
608605.273691	6073783.975643	1057.48
608630.263944	6073784.673684	1057.06
608655.254197	6073785.371725	1056.67
608680.24445	6073786.069766	1056.28
608705.234703	6073786.767807	1055.94
608730.224955	6073787.465848	1055.57
608755.215208	6073788.163889	1055.15
608780.205461	6073788.86193	1054.76
608805.195714	6073789.559971	1054.4
608830.185967	6073790.258012	1054
608855.17622	6073790.956053	1054.24
608880.166473	6073791.654094	1054.31
608905.156726	6073792.352135	1054.26
608930.146978	6073793.050176	1054.13
608955.137231	6073793.748217	1053.95
608980.127484	6073794.446258	1053.72
609005.117737	6073795.144299	1053.51
609030.10799	6073795.842339	1053.28
609055.098243	6073796.54038	1053.08
609080.088496	6073797.238421	1052.88
609105.078749	6073797.936462	1052.68
609130.069002	6073798.634503	1052.45
609155.059254	6073799.332544	1052.22
609180.049507	6073800.030585	1051.98
609205.03976	6073800.728626	1051.75
609230.030013	6073801.426667	1051.51
609255.020266	6073802.124708	1051.28
609280.010519	6073802.822749	1051.06
609305.000772	6073803.52079	1050.81
609329.991025	6073804.218831	1050.49
609354.981277	6073804.916872	1050.67
609379.97153	6073805.614913	1050.66
609404.961783	6073806.312954	1050.51
609429.952036	6073807.010995	1050.27
609454.942289	6073807.709036	1050.04
609479.932542	6073808.407077	1049.79
609504.922795	6073809.105118	1049.53
609529.913048	6073809.803159	1049.25
609554.9033	6073810.5012	1048.96
609579.893553	6073811.199241	1048.65
609604.883806	6073811.897282	1048.33
609629.874059	6073812.595323	1048.01
609654.864312	6073813.293364	1047.71
609679.854565	6073813.991405	1047.42
609704.844818	6073814.689446	1047.15
609729.835071	6073815.387487	1046.88
609754.825324	6073816.085528	1046.61
609779.815576	6073816.783569	1046.34
609804.805829	6073817.48161	1046.08
609829.796082	6073818.17965	1045.69
609854.786335	6073818.877691	1045.85
609879.776588	6073819.575732	1045.73
609904.766841	6073820.273773	1045.45
609929.757094	6073820.971814	1045.04
609954.747347	6073821.669855	1044.62
609979.737599	6073822.367896	1044.16
610004.727852	6073823.065937	1043.69
610029.718105	6073823.763978	1043.21
610054.708358	6073824.462019	1042.74
610079.698611	6073825.16006	1042.28
610104.688864	6073825.858101	1041.82
610129.679117	6073826.556142	1041.37
610154.66937	6073827.254183	1040.95
610179.659622	6073827.952224	1040.56
610204.649875	6073828.650265	1040.2
610229.640128	6073829.348306	1039.86
610254.630381	6073830.046347	1039.54
610279.620634	6073830.744388	1039.19
610304.610887	6073831.442429	1038.91
610329.60114	6073832.14047	1038.56
610354.591393	6073832.838511	1038.7
610379.581646	6073833.536552	1038.63
610404.571898	6073834.234593	1038.46
610429.562151	6073834.932634	1038.23
610454.552404	6073835.630675	1037.95
610479.542657	6073836.328716	1037.64
